»Àø⁄,∆Ωæ˘ƒÍ¡‰,∆Ωæ˘ ’»Î,µÍ√Ê¿‡–Õ,‘¬æ˘œ˙ €∂Ó
103500,24,2.875,Ω÷±ﬂµÍ,60600
154300,38,1.4577,Ω÷±ﬂµÍ,49800
105600,34,2.3269,Ω÷±ﬂµÍ,50800
286300,25,2.1304,Ω÷±ﬂµÍ,58500
417900,22,1.3343,Ω÷±ﬂµÍ,60800
85400,46,1.8723,Ω÷±ﬂµÍ,52600
144900,39,1.4419,Ω÷±ﬂµÍ,45500
168500,39,1.6325,Ω÷±ﬂµÍ,52100
94600,42,2.0536,Ω÷±ﬂµÍ,50000
121900,27,4.9196,Ω÷±ﬂµÍ,117900
100500,30,7.2211,Ω÷±ﬂµÍ,171700
91100,23,3.5128,Ω÷±ﬂµÍ,121600
24900,25,4.4583,Ω÷±ﬂµÍ,108300
45300,31,2.6875,Ω÷±ﬂµÍ,153800
166000,26,0.6991,Ω÷±ﬂµÍ,89500
68100,32,1.7986,Ω÷±ﬂµÍ,49300
83600,36,2.1563,Ω÷±ﬂµÍ,88300
83600,29,1.8355,Ω÷±ﬂµÍ,74200
62000,33,3.4107,Ω÷±ﬂµÍ,110400
63800,39,3.0139,Ω÷±ﬂµÍ,65300
61600,31,1.6602,Ω÷±ﬂµÍ,61200
102600,35,3.5781,Ω÷±ﬂµÍ,92800
105800,31,3.3438,Ω÷±ﬂµÍ,92600
132600,31,2.1691,Ω÷±ﬂµÍ,66700
70600,27,2.77,Ω÷±ﬂµÍ,68400
100800,30,2.2466,Ω÷±ﬂµÍ,96000
118400,34,1.7692,Ω÷±ﬂµÍ,74200
30200,43,2.6146,Ω÷±ﬂµÍ,81300
98400,30,2.0658,Ω÷±ﬂµÍ,67900
86700,32,2.5809,Ω÷±ﬂµÍ,78300
53700,35,3.5375,Ω÷±ﬂµÍ,96700
74100,41,2.0781,Ω÷±ﬂµÍ,48800
77400,34,1.575,Ω÷±ﬂµÍ,57100
60700,33,1.3929,Ω÷±ﬂµÍ,55600
83400,48,2.9306,Ω÷±ﬂµÍ,67900
128400,51,2.2029,Ω÷±ﬂµÍ,54200
85500,52,1.7636,Ω÷±ﬂµÍ,55100
110700,41,1.8971,Ω÷±ﬂµÍ,66900
92400,46,1.4028,Ω÷±ﬂµÍ,68500
76400,52,1.6429,Ω÷±ﬂµÍ,69200
115600,52,1.7298,Ω÷±ﬂµÍ,58400
104900,52,2.4375,Ω÷±ﬂµÍ,57100
83200,52,2.3952,Ω÷±ﬂµÍ,78400
63500,52,1.175,Ω÷±ﬂµÍ,56100
53000,52,1,Ω÷±ﬂµÍ,45000
136800,46,1.5273,Ω÷±ﬂµÍ,59000
136100,52,2.1055,Ω÷±ﬂµÍ,61300
94900,47,1.7344,Ω÷±ﬂµÍ,51300
98200,49,1.2937,Ω÷±ﬂµÍ,52000
192500,43,1.4635,Ω÷±ﬂµÍ,46600
106300,50,1.75,Ω÷±ﬂµÍ,49800
378600,23,1.4766,Ω÷±ﬂµÍ,50600
140700,35,2.19,Ω÷±ﬂµÍ,53400
156700,41,1.2545,Ω÷±ﬂµÍ,45500
221900,40,1.2101,Ω÷±ﬂµÍ,49100
78100,43,1.869,Ω÷±ﬂµÍ,56000
149200,43,1.5174,Ω÷±ﬂµÍ,54600
167600,35,1.6548,Ω÷±ﬂµÍ,49400
119400,52,1.3029,Ω÷±ﬂµÍ,69100
81100,50,1.8667,Ω÷±ﬂµÍ,62800
72900,51,3.3125,Ω÷±ﬂµÍ,70100
168000,44,1.7083,Ω÷±ﬂµÍ,48300
203100,39,1.8641,Ω÷±ﬂµÍ,50800
104200,47,2.9545,Ω÷±ﬂµÍ,59600
474900,39,1.2065,Ω÷±ﬂµÍ,55600
109800,39,1.8958,Ω÷±ﬂµÍ,51300
85200,50,1.9955,Ω÷±ﬂµÍ,54200
129000,49,2.5111,Ω÷±ﬂµÍ,55400
162100,42,1.7994,Ω÷±ﬂµÍ,58700
84200,36,1.4766,Ω÷±ﬂµÍ,52800
188700,29,1.4107,Ω÷±ﬂµÍ,59800
200200,32,1.3278,Ω÷±ﬂµÍ,44500
357300,23,2.3006,Ω÷±ﬂµÍ,69000
88600,30,3.1,Ω÷±ﬂµÍ,71300
86900,27,3.9514,Ω÷±ﬂµÍ,86900
90100,39,3.1719,Ω÷±ﬂµÍ,67900
139200,28,2.3108,Ω÷±ﬂµÍ,72000
88800,34,3.8088,Ω÷±ﬂµÍ,87700
96600,34,3.6681,Ω÷±ﬂµÍ,82000
118600,31,2.6932,Ω÷±ﬂµÍ,66400
64600,25,3,Ω÷±ﬂµÍ,72800
104700,23,2.625,Ω÷±ﬂµÍ,71500
78100,24,3.7578,Ω÷±ﬂµÍ,69200
236200,24,2.9406,Ω÷±ﬂµÍ,73000
137500,30,2.5737,Ω÷±ﬂµÍ,76900
100500,32,2.6726,Ω÷±ﬂµÍ,70400
47400,35,2.4405,Ω÷±ﬂµÍ,74300
50800,33,2.3333,Ω÷±ﬂµÍ,81300
225400,27,2.2467,Ω÷±ﬂµÍ,70700
122700,36,2.785,Ω÷±ﬂµÍ,72300
214200,38,2.1439,Ω÷±ﬂµÍ,60200
144100,38,2.0564,Ω÷±ﬂµÍ,64700
199400,36,2.5434,Ω÷±ﬂµÍ,67300
60900,40,1.9375,Ω÷±ﬂµÍ,67700
266900,29,1.2176,Ω÷±ﬂµÍ,61900
66600,45,2.3562,Ω÷±ﬂµÍ,58100
114300,37,1.9784,Ω÷±ﬂµÍ,70700
100000,30,2.0357,Ω÷±ﬂµÍ,60200
111400,52,3.8105,Ω÷±ﬂµÍ,87600
73700,50,2.2614,Ω÷±ﬂµÍ,73000
112900,41,2.319,Ω÷±ﬂµÍ,59100
114400,43,2.3967,Ω÷±ﬂµÍ,58700
83900,52,3.5972,Ω÷±ﬂµÍ,89900
70500,49,3.15,Ω÷±ﬂµÍ,72200
74100,48,2.5804,Ω÷±ﬂµÍ,78900
89000,43,3.4265,Ω÷±ﬂµÍ,85000
79600,37,3.625,Ω÷±ﬂµÍ,83400
81200,36,2.6127,Ω÷±ﬂµÍ,69600
64600,41,3.0568,Ω÷±ﬂµÍ,71300
111700,36,2.9081,Ω÷±ﬂµÍ,65600
170500,32,2.4286,Ω÷±ﬂµÍ,68100
119000,23,2.625,Ω÷±ﬂµÍ,71600
166000,30,2.8359,Ω÷±ﬂµÍ,80300
84700,27,2.9315,Ω÷±ﬂµÍ,83200
60800,24,2.8194,Ω÷±ﬂµÍ,81100
91900,34,2.875,Ω÷±ﬂµÍ,74500
106600,22,3.3125,Ω÷±ﬂµÍ,106100
92800,38,2.9808,Ω÷±ﬂµÍ,89600
89600,26,3.4861,Ω÷±ﬂµÍ,112500
116800,33,2.6852,Ω÷±ﬂµÍ,70800
155900,24,1.8299,Ω÷±ﬂµÍ,57800
82000,22,3.6,Ω÷±ﬂµÍ,83200
73600,32,1.8,Ω÷±ﬂµÍ,60400
62000,30,3.4297,Ω÷±ﬂµÍ,112500
59800,45,3.2813,Ω÷±ﬂµÍ,105400
105000,25,2.1618,Ω÷±ﬂµÍ,55300
67100,48,2.7917,Ω÷±ﬂµÍ,82800
107200,29,3.8056,Ω÷±ﬂµÍ,165400
143500,30,1.3221,Ω÷±ﬂµÍ,61200
75200,28,5.2809,Ω÷±ﬂµÍ,151500
114900,25,5.0698,Ω÷±ﬂµÍ,150900
154300,22,1.7926,Ω÷±ﬂµÍ,51700
121500,25,3.2143,Ω÷±ﬂµÍ,93000
185200,23,3.4167,Ω÷±ﬂµÍ,105200
192900,22,1.7708,Ω÷±ﬂµÍ,53500
201000,24,3.4542,Ω÷±ﬂµÍ,121200
132400,33,5.4513,Ω÷±ﬂµÍ,143300
72500,43,6.3359,Ω÷±ﬂµÍ,169300
77700,38,6.1575,Ω÷±ﬂµÍ,160100
158600,24,3.8571,Ω÷±ﬂµÍ,90100
52800,33,2.9471,Ω÷±ﬂµÍ,99500
124200,29,3.5958,Ω÷±ﬂµÍ,88800
105400,35,3.3272,Ω÷±ﬂµÍ,65600
93300,35,2.5223,Ω÷±ﬂµÍ,66200
276400,24,1.3385,Ω÷±ﬂµÍ,58800
182000,21,3.3447,Ω÷±ﬂµÍ,71400
209800,24,1.9575,Ω÷±ﬂµÍ,67000
63300,35,2.0324,Ω÷±ﬂµÍ,55500
66000,36,3,Ω÷±ﬂµÍ,79700
76100,36,2.6055,Ω÷±ﬂµÍ,69200
70900,35,2.6522,Ω÷±ﬂµÍ,65900
95400,35,2.9506,Ω÷±ﬂµÍ,73800
180600,33,1.9386,Ω÷±ﬂµÍ,67500
113100,38,2.03,Ω÷±ﬂµÍ,58800
87400,43,3.5542,Ω÷±ﬂµÍ,96500
111800,39,2.4167,Ω÷±ﬂµÍ,71900
47100,45,5.187,Ω÷±ﬂµÍ,153800
115500,35,3.069,Ω÷±ﬂµÍ,69600
124300,34,1.8514,Ω÷±ﬂµÍ,66500
85200,27,3.32,Ω÷±ﬂµÍ,124700
49400,33,4.25,Ω÷±ﬂµÍ,132200
114100,34,3.2642,Ω÷±ﬂµÍ,89600
95900,31,2.3293,Ω÷±ﬂµÍ,73400
90900,26,2.256,Ω÷±ﬂµÍ,64500
96600,33,2.9301,Ω÷±ﬂµÍ,68300
197600,26,2.1544,Ω÷±ﬂµÍ,72800
276800,30,2.1383,Ω÷±ﬂµÍ,78800
107600,27,2.9937,Ω÷±ﬂµÍ,81100
126100,32,3.3281,Ω÷±ﬂµÍ,75100
161400,28,2.1573,Ω÷±ﬂµÍ,71400
198100,28,2.293,Ω÷±ﬂµÍ,71700
178100,29,2.5893,Ω÷±ﬂµÍ,70900
150700,32,2.9244,Ω÷±ﬂµÍ,84600
193800,34,2.8994,Ω÷±ﬂµÍ,66000
182700,24,2.7222,Ω÷±ﬂµÍ,83100
125700,25,2.3333,Ω÷±ﬂµÍ,90600
189400,30,2.197,Ω÷±ﬂµÍ,74500
66100,25,3.4279,Ω÷±ﬂµÍ,84700
66300,28,3.567,Ω÷±ﬂµÍ,85500
213300,25,3.625,Ω÷±ﬂµÍ,89500
123400,22,4.5179,Ω÷±ﬂµÍ,99600
188500,23,2.5904,Ω÷±ﬂµÍ,71400
148200,25,2.3173,Ω÷±ﬂµÍ,68200
157000,32,2.7159,Ω÷±ﬂµÍ,68000
78000,28,2.9453,Ω÷±ﬂµÍ,72200
72600,32,1.4913,Ω÷±ﬂµÍ,54600
89800,28,3.1814,Ω÷±ﬂµÍ,78900
130600,31,3.2813,Ω÷±ﬂµÍ,68700
172000,22,2.6875,Ω÷±ﬂµÍ,60600
58300,21,6.0132,Ω÷±ﬂµÍ,150800
179500,22,4.925,Ω÷±ﬂµÍ,154700
61700,42,3.0833,Ω÷±ﬂµÍ,133300
120800,29,2.5741,Ω÷±ﬂµÍ,73000
117300,37,2.181,Ω÷±ﬂµÍ,59900
89900,34,2.6823,Ω÷±ﬂµÍ,72900
113500,40,2.1182,Ω÷±ﬂµÍ,58900
137100,31,2.3687,Ω÷±ﬂµÍ,63900
124800,30,3.1442,Ω÷±ﬂµÍ,72300
81200,42,1.9766,Ω÷±ﬂµÍ,58100
151900,21,1.7132,Ω÷±ﬂµÍ,55900
205200,32,1.9076,Ω÷±ﬂµÍ,55800
112000,21,2.59,Ω÷±ﬂµÍ,69300
90400,25,3.625,Ω÷±ﬂµÍ,107600
57800,38,2.3618,Ω÷±ﬂµÍ,80000
97700,37,3.5074,Ω÷±ﬂµÍ,93800
156400,24,2.3359,Ω÷±ﬂµÍ,92400
33500,44,4.1838,Ω÷±ﬂµÍ,85600
77300,22,3.3269,Ω÷±ﬂµÍ,102700
6400,23,3.875,Ω÷±ﬂµÍ,125000
17100,34,3.0729,Ω÷±ﬂµÍ,144600
114800,26,2.6058,Ω÷±ﬂµÍ,92200
183400,26,1.6486,Ω÷±ﬂµÍ,55200
154400,33,1.7292,Ω÷±ﬂµÍ,52000
94700,25,1.4481,Ω÷±ﬂµÍ,51700
57900,34,2.0417,Ω÷±ﬂµÍ,72500
24700,42,2.5,Ω÷±ﬂµÍ,73000
69300,24,3.7917,Ω÷±ﬂµÍ,90500
76100,32,2.825,Ω÷±ﬂµÍ,67600
143000,36,1.8975,Ω÷±ﬂµÍ,60900
133100,28,1.516,Ω÷±ﬂµÍ,56700
117100,41,1.6875,Ω÷±ﬂµÍ,66100
87900,37,2.5234,Ω÷±ﬂµÍ,63500
57200,28,3.825,Ω÷±ﬂµÍ,84200
101800,34,2.2206,Ω÷±ﬂµÍ,63400
86700,21,1.9913,Ω÷±ﬂµÍ,95300
106500,33,1.8958,Ω÷±ﬂµÍ,55100
73000,33,1.5625,Ω÷±ﬂµÍ,55800
105600,27,1.6094,Ω÷±ﬂµÍ,55200
79800,27,3.0521,Ω÷±ﬂµÍ,113800
105600,43,2.5562,Ω÷±ﬂµÍ,93200
110200,33,1.9676,Ω÷±ﬂµÍ,62400
91900,28,2.8287,Ω÷±ﬂµÍ,73100
78800,29,2.6974,Ω÷±ﬂµÍ,73000
134700,42,2.5556,Ω÷±ﬂµÍ,69700
120500,33,1.8333,Ω÷±ﬂµÍ,68300
135900,42,1.5833,Ω÷±ﬂµÍ,65100
112700,22,1.2647,Ω÷±ﬂµÍ,55300
73700,36,1.4415,Ω÷±ﬂµÍ,54400
36300,34,2.0658,Ω÷±ﬂµÍ,92500
188600,34,1.625,Ω÷±ﬂµÍ,53000
146700,30,1.8878,Ω÷±ﬂµÍ,51600
104100,34,3.2917,Ω÷±ﬂµÍ,111500
97100,46,2.2132,Ω÷±ﬂµÍ,76600
66300,37,1.6635,Ω÷±ﬂµÍ,67000
104200,31,3.0294,Ω÷±ﬂµÍ,70200
103800,32,3.0469,Ω÷±ﬂµÍ,82700
86800,32,2.1908,Ω÷±ﬂµÍ,110000
96600,30,3.1333,Ω÷±ﬂµÍ,100000
67400,35,3.3214,Ω÷±ﬂµÍ,101600
80200,26,3.2083,Ω÷±ﬂµÍ,75000
91400,29,2.8125,Ω÷±ﬂµÍ,79200
127800,29,1.7813,Ω÷±ﬂµÍ,57900
81800,34,2.4044,Ω÷±ﬂµÍ,72500
99900,32,2.0216,Ω÷±ﬂµÍ,76800
76700,31,2.7321,Ω÷±ﬂµÍ,83600
97900,31,2.5208,Ω÷±ﬂµÍ,60000
71600,34,2.975,Ω÷±ﬂµÍ,90000
129100,24,2.4006,Ω÷±ﬂµÍ,76400
68300,34,1.7176,Ω÷±ﬂµÍ,58400
114600,23,2.8913,Ω÷±ﬂµÍ,60900
21800,29,2.1458,Ω÷±ﬂµÍ,104200
31000,36,3.0658,Ω÷±ﬂµÍ,65000
86800,34,4.381,Ω÷±ﬂµÍ,86300
130600,29,3.0134,Ω÷±ﬂµÍ,55500
51400,24,2.25,Ω÷±ﬂµÍ,76600
74400,31,2.4937,Ω÷±ﬂµÍ,66000
61300,25,2.3026,Ω÷±ﬂµÍ,90600
140800,29,2.293,Ω÷±ﬂµÍ,57200
93100,25,1.5536,Ω÷±ﬂµÍ,58300
118000,24,1.947,Ω÷±ﬂµÍ,68900
174500,25,1.9056,Ω÷±ﬂµÍ,60000
94100,25,1.8125,Ω÷±ﬂµÍ,58000
53900,34,2.3523,Ω÷±ﬂµÍ,66000
88300,29,2.8182,Ω÷±ﬂµÍ,90500
144600,21,2.4414,Ω÷±ﬂµÍ,71900
108400,42,2.3295,Ω÷±ﬂµÍ,74400
2600,46,4.125,Ω÷±ﬂµÍ,67500
2800,36,4.625,Ω÷±ﬂµÍ,162500
188500,30,1.6948,Ω÷±ﬂµÍ,67500
211100,39,2.3507,Ω÷±ﬂµÍ,65600
56200,32,2.325,Ω÷±ﬂµÍ,69600
83600,23,3.35,Ω÷±ﬂµÍ,85400
51000,21,2.3851,Ω÷±ﬂµÍ,67500
19000,33,3.6429,Ω÷±ﬂµÍ,87500
67300,28,3.25,Ω÷±ﬂµÍ,81600
65800,25,2.4861,Ω÷±ﬂµÍ,71900
128700,34,2.165,Ω÷±ﬂµÍ,58700
164700,22,2.3566,Ω÷±ﬂµÍ,71000
118100,39,2.0625,Ω÷±ﬂµÍ,63400
106000,37,2.8333,Ω÷±ﬂµÍ,69700
26100,23,2.1705,Ω÷±ﬂµÍ,53000
144300,23,2.5625,Ω÷±ﬂµÍ,70000
95800,34,2.8466,Ω÷±ﬂµÍ,95300
51200,43,2.4917,Ω÷±ﬂµÍ,77100
53500,39,1.832,Ω÷±ﬂµÍ,70500
74600,25,1.7153,Ω÷±ﬂµÍ,77100
78400,38,1.8793,Ω÷±ﬂµÍ,60800
89000,21,2.101,Ω÷±ﬂµÍ,46700
77700,33,1,Ω÷±ﬂµÍ,40000
106900,32,1.6552,Ω÷±ﬂµÍ,43300
39000,37,2.4511,Ω÷±ﬂµÍ,72500
25800,27,2.9,Ω÷±ﬂµÍ,87500
15200,31,3.3472,Ω÷±ﬂµÍ,91700
68400,29,3.4038,Ω÷±ﬂµÍ,107800
130700,32,1.4583,Ω÷±ﬂµÍ,58600
124400,21,2.2054,Ω÷±ﬂµÍ,66400
208200,25,1.7159,Ω÷±ﬂµÍ,62200
114800,23,1.5372,Ω÷±ﬂµÍ,69400
112100,27,1.9464,Ω÷±ﬂµÍ,60600
144700,24,3.2593,Ω÷±ﬂµÍ,80800
118800,41,3.0091,Ω÷±ﬂµÍ,70800
93300,35,2.4063,Ω÷±ﬂµÍ,70700
95200,33,5.4349,Ω÷±ﬂµÍ,143000
116400,21,3.8177,Ω÷±ﬂµÍ,107200
156800,34,1.5217,Ω÷±ﬂµÍ,60300
141600,24,1.975,Ω÷±ﬂµÍ,66400
32700,34,3.6528,Ω÷±ﬂµÍ,100000
86600,23,2.3594,Ω÷±ﬂµÍ,74300
113000,30,3.5735,Ω÷±ﬂµÍ,71100
117500,38,1.9939,Ω÷±ﬂµÍ,65800
95000,35,1.8958,Ω÷±ﬂµÍ,67500
62300,32,1.7604,Ω÷±ﬂµÍ,68600
82500,33,3.2396,Ω÷±ﬂµÍ,62300
80400,29,1.9531,Ω÷±ﬂµÍ,61100
95900,31,3.5282,Ω÷±ﬂµÍ,67500
56900,23,3.1667,Ω÷±ﬂµÍ,125000
20600,44,2.2083,Ω÷±ﬂµÍ,93800
101300,34,2.5664,Ω÷±ﬂµÍ,67500
80500,21,2.6172,Ω÷±ﬂµÍ,88500
58000,23,2.1136,Ω÷±ﬂµÍ,61000
69200,22,1.2083,Ω÷±ﬂµÍ,53600
73300,30,1.6607,Ω÷±ﬂµÍ,56100
137000,23,1.275,Ω÷±ﬂµÍ,60400
69700,23,1.6351,Ω÷±ﬂµÍ,59600
106600,33,4.5714,Ω÷±ﬂµÍ,68600
119300,25,2.1979,Ω÷±ﬂµÍ,63900
133500,28,1.5987,Ω÷±ﬂµÍ,59400
162700,34,3.2083,Ω÷±ﬂµÍ,76200
86400,50,1.6667,Ω÷±ﬂµÍ,68100
158300,46,3.0603,Ω÷±ﬂµÍ,70800
61500,35,4.6154,Ω÷±ﬂµÍ,86200
113500,25,5.128,Ω÷±ﬂµÍ,99600
84800,29,3.1597,Ω÷±ﬂµÍ,76200
62100,34,3.6042,Ω÷±ﬂµÍ,73600
117300,29,4.0375,Ω÷±ﬂµÍ,86400
64900,30,2.5769,Ω÷±ﬂµÍ,94400
218500,25,1.375,Ω÷±ﬂµÍ,70100
108300,24,1.4828,Ω÷±ﬂµÍ,73100
169400,35,2.1776,Ω÷±ﬂµÍ,75500
130200,29,1.1311,Ω÷±ﬂµÍ,84700
32900,26,1.4338,Ω÷±ﬂµÍ,43900
11200,27,1.125,Ω÷±ﬂµÍ,54400
22700,24,0.8964,Ω÷±ﬂµÍ,59200
33800,23,1.2132,Ω÷±ﬂµÍ,30000
6400,21,0.8571,Ω÷±ﬂµÍ,25000
138500,26,4.337,Ω÷±ﬂµÍ,139700
141300,21,4.375,Ω÷±ﬂµÍ,180400
117200,34,1.9722,Ω÷±ﬂµÍ,116100
147700,25,1.8325,Ω÷±ﬂµÍ,105800
90200,38,2.3261,Ω÷±ﬂµÍ,98400
154100,22,2.75,Ω÷±ﬂµÍ,94500
86100,35,2.325,Ω÷±ﬂµÍ,80600
89600,34,2.0357,Ω÷±ﬂµÍ,74200
101900,23,2.2574,Ω÷±ﬂµÍ,104700
63200,25,1.7868,Ω÷±ﬂµÍ,45500
112400,42,2.7583,Ω÷±ﬂµÍ,64900
75400,45,2.5703,Ω÷±ﬂµÍ,62400
149100,38,2.6094,Ω÷±ﬂµÍ,67900
152700,29,4.0125,Ω÷±ﬂµÍ,84400
95600,39,3.1736,Ω÷±ﬂµÍ,70700
52000,40,2.2727,Ω÷±ﬂµÍ,67200
102100,36,1.8472,Ω÷±ﬂµÍ,57400
101500,40,1.4598,Ω÷±ﬂµÍ,52600
90500,42,1.6286,Ω÷±ﬂµÍ,54600
100500,41,1.7857,Ω÷±ﬂµÍ,54300
91300,47,1.8403,Ω÷±ﬂµÍ,54700
100600,41,2.8393,Ω÷±ﬂµÍ,57000
136800,35,2.325,Ω÷±ﬂµÍ,63200
129700,21,2.0575,Ω÷±ﬂµÍ,67000
110600,41,1.97,Ω÷±ﬂµÍ,51900
91100,37,2.0331,Ω÷±ﬂµÍ,53200
84400,25,3.0625,Ω÷±ﬂµÍ,69400
141300,31,1.3222,Ω÷±ﬂµÍ,51400
156600,35,2.1818,Ω÷±ﬂµÍ,63500
3700,52,10.0263,Ω÷±ﬂµÍ,200000
11800,28,4.8571,Ω÷±ﬂµÍ,237500
113400,29,1.8289,Ω÷±ﬂµÍ,59400
42600,36,1.4427,Ω÷±ﬂµÍ,50600
16900,30,1.3527,Ω÷±ﬂµÍ,60000
89000,43,4.0208,Ω÷±ﬂµÍ,90400
78900,48,3.5714,Ω÷±ﬂµÍ,84600
92800,44,4.3906,Ω÷±ﬂµÍ,93900
120300,42,3.7708,Ω÷±ﬂµÍ,79400
64800,51,2.8295,Ω÷±ﬂµÍ,72100
93700,36,3.996,Ω÷±ﬂµÍ,85500
85400,34,3.1906,Ω÷±ﬂµÍ,76200
44000,34,2.8393,Ω÷±ﬂµÍ,69800
68000,36,2.9821,Ω÷±ﬂµÍ,73100
105200,36,3.4205,Ω÷±ﬂµÍ,76600
64000,36,3.875,Ω÷±ﬂµÍ,94500
240400,28,3.2325,Ω÷±ﬂµÍ,89000
154200,29,2.947,Ω÷±ﬂµÍ,87100
213600,23,3.6875,Ω÷±ﬂµÍ,101700
127100,27,3.5524,Ω÷±ﬂµÍ,89100
284200,23,3.1297,Ω÷±ﬂµÍ,79000
88800,34,3.6734,Ω÷±ﬂµÍ,92900
90600,35,3.5938,Ω÷±ﬂµÍ,95200
97300,41,3.0568,Ω÷±ﬂµÍ,85600
236500,26,3.7533,Ω÷±ﬂµÍ,87000
141900,30,3.725,Ω÷±ﬂµÍ,83100
173300,33,3.8307,Ω÷±ﬂµÍ,70600
188900,21,3.875,Ω÷±ﬂµÍ,99500
122300,27,5.4592,Ω÷±ﬂµÍ,139100
259000,32,3.3462,Ω÷±ﬂµÍ,67600
155800,34,2.6903,Ω÷±ﬂµÍ,62800
235200,33,2.0643,Ω÷±ﬂµÍ,57600
79000,23,1.8523,Ω÷±ﬂµÍ,59700
105900,34,2.1588,Ω÷±ﬂµÍ,61300
97100,37,2.875,Ω÷±ﬂµÍ,57400
94600,37,1.6728,Ω÷±ﬂµÍ,55400
106600,41,1.7467,Ω÷±ﬂµÍ,52400
102600,40,1.365,Ω÷±ﬂµÍ,54300
154700,38,2.774,Ω÷±ﬂµÍ,59500
148300,32,1.625,Ω÷±ﬂµÍ,46800
118200,39,1.0648,Ω÷±ﬂµÍ,50000
103800,42,0.9951,Ω÷±ﬂµÍ,48000
178100,41,1.8819,Ω÷±ﬂµÍ,58000
104100,35,1.375,Ω÷±ﬂµÍ,57500
102500,26,1.4024,Ω÷±ﬂµÍ,51000
111600,30,1.3451,Ω÷±ﬂµÍ,57500
159200,22,1.4146,Ω÷±ﬂµÍ,49100
146000,24,1.4786,Ω÷±ﬂµÍ,54800
79500,34,1.625,Ω÷±ﬂµÍ,50800
119300,28,0.8639,Ω÷±ﬂµÍ,49400
151600,39,1.6009,Ω÷±ﬂµÍ,48800
105400,36,1.8319,Ω÷±ﬂµÍ,55400
132500,52,2.5083,Ω÷±ﬂµÍ,70100
47600,29,1.1875,Ω÷±ﬂµÍ,50700
237500,32,1.2618,Ω÷±ﬂµÍ,46900
21600,41,2.2212,Ω÷±ﬂµÍ,55500
81400,36,1.4773,Ω÷±ﬂµÍ,57400
74300,38,1.7292,Ω÷±ﬂµÍ,58100
67000,35,1.1638,Ω÷±ﬂµÍ,57900
38000,52,1.4125,Ω÷±ﬂµÍ,42500
27400,44,1.1944,Ω÷±ﬂµÍ,57500
15800,52,1.075,Ω÷±ﬂµÍ,67500
47700,35,1.9125,Ω÷±ﬂµÍ,47500
36400,44,1.4779,Ω÷±ﬂµÍ,66000
3600,52,0.8054,Ω÷±ﬂµÍ,60000
12900,48,1.1875,Ω÷±ﬂµÍ,63800
10600,52,2.0455,Ω÷±ﬂµÍ,72500
56800,45,1.7321,Ω÷±ﬂµÍ,84400
84300,38,3,Ω÷±ﬂµÍ,91800
54000,52,2.7312,Ω÷±ﬂµÍ,147100
55400,52,1.6786,Ω÷±ﬂµÍ,126600
66700,44,2.875,Ω÷±ﬂµÍ,82700
159300,28,2.9821,Ω÷±ﬂµÍ,118700
105100,36,1.8362,Ω÷±ﬂµÍ,66900
230700,30,3.6548,Ω÷±ﬂµÍ,84700
103500,42,2.6513,Ω÷±ﬂµÍ,72300
97700,41,3.9097,Ω÷±ﬂµÍ,81300
77100,40,3.0435,Ω÷±ﬂµÍ,69500
71400,46,2.1818,Ω÷±ﬂµÍ,75300
152100,44,1.7213,Ω÷±ﬂµÍ,61600
94700,48,2.2827,Ω÷±ﬂµÍ,70000
84700,47,2.5062,Ω÷±ﬂµÍ,73700
134200,41,1.9671,Ω÷±ﬂµÍ,76800
119100,38,1.8801,Ω÷±ﬂµÍ,57800
120300,38,1.6797,Ω÷±ﬂµÍ,60700
149000,36,1.2157,Ω÷±ﬂµÍ,57000
127700,24,1.056,Ω÷±ﬂµÍ,51600
57900,33,1.2469,Ω÷±ﬂµÍ,46700
76400,40,0.9407,Ω÷±ﬂµÍ,43600
80500,39,1.25,Ω÷±ﬂµÍ,42500
99200,35,1.4015,Ω÷±ﬂµÍ,48700
125800,35,1.7375,Ω÷±ﬂµÍ,48600
122300,36,0.9675,Ω÷±ﬂµÍ,47100
93300,29,1.6981,Ω÷±ﬂµÍ,49400
116800,31,1.2232,Ω÷±ﬂµÍ,49300
175300,30,2.1078,Ω÷±ﬂµÍ,54700
87400,32,1.9612,Ω÷±ﬂµÍ,53400
173800,35,2.4848,Ω÷±ﬂµÍ,54000
115600,34,1.7197,Ω÷±ﬂµÍ,48900
121900,31,1.5743,Ω÷±ﬂµÍ,46700
200700,29,3.2738,Ω÷±ﬂµÍ,78700
51100,21,1.7614,Ω÷±ﬂµÍ,33200
138000,27,1.6632,Ω÷±ﬂµÍ,49800
131100,36,1.6786,Ω÷±ﬂµÍ,52900
56700,26,0.9288,Ω÷±ﬂµÍ,36600
196900,31,2.2155,Ω÷±ﬂµÍ,62100
110900,32,1.1786,Ω÷±ﬂµÍ,45600
92200,34,2.1875,Ω÷±ﬂµÍ,58000
78200,44,3.0208,Ω÷±ﬂµÍ,63700
77600,42,1.983,Ω÷±ﬂµÍ,63300
36600,39,1.9125,Ω÷±ﬂµÍ,57900
67000,38,2.2407,Ω÷±ﬂµÍ,76000
69200,38,2.3125,Ω÷±ﬂµÍ,65800
167900,36,2.7256,Ω÷±ﬂµÍ,71900
69500,34,2.6875,Ω÷±ﬂµÍ,73700
81700,31,2.5644,Ω÷±ﬂµÍ,73000
